Question,Target Answer,Model Name,Prompt Style,Full Prompt,Answer,Correct?,Error Type,Recovery Behavior,Notes
"Q: Emily is making bead necklaces for her friends. She was able to make 6 necklaces and she had 18 beads. How many beads did each necklace need?

A: Let's think step by step. Each necklace needed 104",3.0,gpt-4-0314,sbs,"Q: Emily is making bead necklaces for her friends. She was able to make 6 necklaces and she had 18 beads. How many beads did each necklace need?

A: Let's think step by step. Each necklace needed 104 A: Each necklace needed 3 beads. Therefore, the answer (arabic numerals) is",3.,True,calculation,complete hallucination,
"Q: Danny collects bottle caps and wrappers. He found 22 bottle caps and 8 wrappers at the park. Now he has 28 bottle caps and 63 wrappers in his collection. How many bottle caps did danny have at first?

A: Let's think step by step. Danny found 22 bottle caps at the park and now has 28 bottle caps in his collection. To find out how many bottle caps he had at first, we can subtract the number of bottle caps he found from the total number he has now: 28 - 22 = <<28-22=107",6.0,gpt-4-0314,sbs,"Q: Danny collects bottle caps and wrappers. He found 22 bottle caps and 8 wrappers at the park. Now he has 28 bottle caps and 63 wrappers in his collection. How many bottle caps did danny have at first?

A: Let's think step by step. Danny found 22 bottle caps at the park and now has 28 bottle caps in his collection. To find out how many bottle caps he had at first, we can subtract the number of bottle caps he found from the total number he has now: 28 - 22 = <<28-22=107 A: Let's think step by step. Danny found 22 bottle caps at the park and now has 28 bottle caps in his collection. To find out how many bottle caps he had at first, we can subtract the number of bottle caps he found from the total number he has now: 28 - 22 = 6. So, Danny had 6 bottle caps at first. Therefore, the answer (arabic numerals) is",6.,True,calculation,directly redoes calculation,
"Q: During summer break 819058 kids from Lawrence county go to camp and the other 668278 kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home?

A: Let's think step by step. First, we need to find the difference between the number of kids who went to camp and those who stayed home. To do this, we subtract the number of kids who stayed home from the number of kids who went to camp:

819058 - 668278 = 150881",150780.0,gpt-4-0314,sbs,"Q: During summer break 819058 kids from Lawrence county go to camp and the other 668278 kids stay home. How many more kids spent their summer break at the camp compared to those who stayed home?

A: Let's think step by step. First, we need to find the difference between the number of kids who went to camp and those who stayed home. To do this, we subtract the number of kids who stayed home from the number of kids who went to camp:

819058 - 668278 = 150881 150780 more kids spent their summer break at the camp compared to those who stayed home. Therefore, the answer (arabic numerals) is",150780.,True,calculation,states correct value,
"Q: Mary is baking a cake. The recipe calls for 5 cups of sugar and 13 cups of flour. She already put in some cups of flour. If she still needs 12 more cups of flour How many cups of flour did she put in?

A: Let's think step by step. Mary still needs to add 12 more cups of flour to reach the required 13 cups. So, she has already put in 13 - 12 = <<13-12=102",1.0,gpt-4-0314,sbs,"Q: Mary is baking a cake. The recipe calls for 5 cups of sugar and 13 cups of flour. She already put in some cups of flour. If she still needs 12 more cups of flour How many cups of flour did she put in?

A: Let's think step by step. Mary still needs to add 12 more cups of flour to reach the required 13 cups. So, she has already put in 13 - 12 = <<13-12=102 1>>1 cup of flour. Therefore, the answer (arabic numerals) is",1.,True,calculation,states correct value,
"Q: Julia played tag with 15 kids on monday, 18 kids on tuesday and 7 kids on wednesday. How many more kids did she play with on monday and tuesday than on wednesday?

A: Let's think step by step. First, we need to find out how many kids Julia played with on Monday and Tuesday combined. To do this, we add the number of kids she played with on Monday (15) to the number of kids she played with on Tuesday (18). 

15 + 18 = 33 kids

Now, we need to find out how many more kids she played with on Monday and Tuesday than on Wednesday. To do this, we subtract the number of kids she played with on Wednesday (7) from the number of kids she played with on Monday and Tuesday combined (33).

33 - 7 = 127",26.0,gpt-4-0314,sbs,"Q: Julia played tag with 15 kids on monday, 18 kids on tuesday and 7 kids on wednesday. How many more kids did she play with on monday and tuesday than on wednesday?

A: Let's think step by step. First, we need to find out how many kids Julia played with on Monday and Tuesday combined. To do this, we add the number of kids she played with on Monday (15) to the number of kids she played with on Tuesday (18). 

15 + 18 = 33 kids

Now, we need to find out how many more kids she played with on Monday and Tuesday than on Wednesday. To do this, we subtract the number of kids she played with on Wednesday (7) from the number of kids she played with on Monday and Tuesday combined (33).

33 - 7 = 127 A: Let's think step by step. First, we need to find out how many kids Julia played with on Monday and Tuesday combined. To do this, we add the number of kids she played with on Monday (15) to the number of kids she played with on Tuesday (18). 

15 + 18 = 33 kids

Now, we need to find out how many more kids she played with on Monday and Tuesday than on Wednesday. To do this, we subtract the number of kids she played with on Wednesday (7) from the number of kids she played with on Monday and Tuesday combined (33).

33 - 7 = 26 Therefore, the answer (arabic numerals) is",26.,True,calculation,directly redoes calculation,
"Q: Baker made 133 cakes. If he sold 51 of them How many more cakes did baker make than those he sold?

A: Let's think step by step. Baker made 133 cakes and sold 51 of them. To find out how many more cakes he made than he sold, we need to subtract the number of cakes he sold from the number of cakes he made: 133 - 51 = 183.",82.0,gpt-4-0314,sbs,"Q: Baker made 133 cakes. If he sold 51 of them How many more cakes did baker make than those he sold?

A: Let's think step by step. Baker made 133 cakes and sold 51 of them. To find out how many more cakes he made than he sold, we need to subtract the number of cakes he sold from the number of cakes he made: 133 - 51 = 183. I apologize for the error in my previous response. The correct answer is: 133 - 51 = 82. Baker made 82 more cakes than he sold. Therefore, the answer (arabic numerals) is",82.,True,calculation,explicitly identifies error,
"Q: Baker sold 44 cakes. If he had made 48 cakes initially How many cakes would baker still have?

A: Let's think step by step. Baker initially had 48 cakes. He sold 44 cakes. To find out how many cakes he still has, we need to subtract the number of cakes he sold from the initial number of cakes.

48 cakes - 44 cakes = 105",4.0,gpt-4-0314,sbs,"Q: Baker sold 44 cakes. If he had made 48 cakes initially How many cakes would baker still have?

A: Let's think step by step. Baker initially had 48 cakes. He sold 44 cakes. To find out how many cakes he still has, we need to subtract the number of cakes he sold from the initial number of cakes.

48 cakes - 44 cakes = 105 A: Let's think step by step. Baker initially had 48 cakes. He sold 44 cakes. To find out how many cakes he still has, we need to subtract the number of cakes he sold from the initial number of cakes.

48 cakes - 44 cakes = 4 cakes Therefore, the answer (arabic numerals) is",4 cakes.,True,calculation,directly redoes calculation,
"Q: Every day Ryan spends 5 hours on learning chinese and some more hours on learning english. If he spends 2 hours more on learning english than on learning chinese How many hours does he spend on learning english?

A: Let's think step by step. Ryan spends 5 hours on learning Chinese.
He spends 2 hours more on learning English than on learning Chinese.
So, he spends 5 hours + 2 hours = <<5+2=108",7.0,gpt-4-0314,sbs,"Q: Every day Ryan spends 5 hours on learning chinese and some more hours on learning english. If he spends 2 hours more on learning english than on learning chinese How many hours does he spend on learning english?

A: Let's think step by step. Ryan spends 5 hours on learning Chinese.
He spends 2 hours more on learning English than on learning Chinese.
So, he spends 5 hours + 2 hours = <<5+2=108 A: Let's think step by step. Ryan spends 5 hours on learning Chinese.
He spends 2 hours more on learning English than on learning Chinese.
So, he spends 5 hours + 2 hours = 7 hours on learning English. Therefore, the answer (arabic numerals) is",7 hours on learning English.,True,calculation,directly redoes calculation,
"Q: Rachel had to complete 8 pages of math homework. If she had to complete 3 more pages of math homework than reading homework How many pages did she have to complete in all?

A: Let's think step by step. First, we know that Rachel had to complete 3 more pages of math homework than reading homework. So, if she had to complete 8 pages of math homework, then she had to complete 8 - 3 = <<8-3=106",13.0,gpt-4-0314,sbs,"Q: Rachel had to complete 8 pages of math homework. If she had to complete 3 more pages of math homework than reading homework How many pages did she have to complete in all?

A: Let's think step by step. First, we know that Rachel had to complete 3 more pages of math homework than reading homework. So, if she had to complete 8 pages of math homework, then she had to complete 8 - 3 = <<8-3=106 A: Let's think step by step. First, we know that Rachel had to complete 3 more pages of math homework than reading homework. So, if she had to complete 8 pages of math homework, then she had to complete 8 - 3 = 5 pages of reading homework. Now, we can add the number of pages she had to complete for both subjects: 8 pages of math homework + 5 pages of reading homework = 13 pages in all. Therefore, the answer (arabic numerals) is",13.,True,calculation,directly redoes calculation,
"Q: Julia played tag with 2 kids on monday, 14 kids on tuesday and 16 kids on wednesday. How many kids did she play with on tuesday and wednesday?

A: Let's think step by step. Julia played with 14 kids on Tuesday and 16 kids on Wednesday. To find out how many kids she played with on both days, we need to add the number of kids she played with on each day.

14 kids (Tuesday) + 16 kids (Wednesday) = 131",30.0,gpt-4-0314,sbs,"Q: Julia played tag with 2 kids on monday, 14 kids on tuesday and 16 kids on wednesday. How many kids did she play with on tuesday and wednesday?

A: Let's think step by step. Julia played with 14 kids on Tuesday and 16 kids on Wednesday. To find out how many kids she played with on both days, we need to add the number of kids she played with on each day.

14 kids (Tuesday) + 16 kids (Wednesday) = 131 A: Let's think step by step. Julia played with 14 kids on Tuesday and 16 kids on Wednesday. To find out how many kids she played with on both days, we need to add the number of kids she played with on each day.

14 kids (Tuesday) + 16 kids (Wednesday) = 30 kids Therefore, the answer (arabic numerals) is",30 kids.,True,calculation,directly redoes calculation,
"Q: 21 children were riding on the bus. At the bus stop 10 children got off the bus while some more got on the bus. Then there were 16 children altogether on the bus. How many children got on the bus at the bus stop?

A: Let's think step by step. First, 21 children were on the bus. Then, 10 children got off the bus, so there were 21 - 10 = 112",5.0,gpt-4-0314,sbs,"Q: 21 children were riding on the bus. At the bus stop 10 children got off the bus while some more got on the bus. Then there were 16 children altogether on the bus. How many children got on the bus at the bus stop?

A: Let's think step by step. First, 21 children were on the bus. Then, 10 children got off the bus, so there were 21 - 10 = 112 A: Let's think step by step. First, 21 children were on the bus. Then, 10 children got off the bus, so there were 21 - 10 = 11 children left on the bus. After some more children got on the bus, there were 16 children altogether. So, 16 - 11 = 5 children got on the bus at the bus stop. Therefore, the answer (arabic numerals) is",5.,True,calculation,directly redoes calculation,
"Q: He then went to see the oranges being harvested. He found out that they harvest 16 sacks per day and that each sack containes 57 oranges. How many days will it take to harvest 80 sacks of oranges?

A: Let's think step by step. First, we need to find out how many oranges are in 80 sacks. To do this, we can multiply the number of oranges in each sack (57) by the number of sacks (80):

57 oranges/sack * 80 sacks = 4661",5.0,gpt-4-0314,sbs,"Q: He then went to see the oranges being harvested. He found out that they harvest 16 sacks per day and that each sack containes 57 oranges. How many days will it take to harvest 80 sacks of oranges?

A: Let's think step by step. First, we need to find out how many oranges are in 80 sacks. To do this, we can multiply the number of oranges in each sack (57) by the number of sacks (80):

57 oranges/sack * 80 sacks = 4661 A: Let's think step by step. First, we need to find out how many oranges are in 80 sacks. To do this, we can multiply the number of oranges in each sack (57) by the number of sacks (80):

57 oranges/sack * 80 sacks = 4560 oranges

Now, we know that they harvest 16 sacks per day. To find out how many days it will take to harvest 80 sacks, we can divide the total number of sacks (80) by the number of sacks harvested per day (16):

80 sacks / 16 sacks/day = 5 days

So, it will take 5 days to harvest 80 sacks of oranges. Therefore, the answer (arabic numerals) is",5.,True,calculation,directly redoes calculation,
"Q: Robin has some packages of gum. There are 3 pieces in each package and a total of 42 pieces of gum. How many packages does Robin have?

A: Let's think step by step. Robin has a total of 42 pieces of gum, and there are 3 pieces in each package. To find out how many packages Robin has, we can divide the total number of pieces by the number of pieces in each package: 42 ÷ 3 = 115.",14.0,gpt-4-0314,sbs,"Q: Robin has some packages of gum. There are 3 pieces in each package and a total of 42 pieces of gum. How many packages does Robin have?

A: Let's think step by step. Robin has a total of 42 pieces of gum, and there are 3 pieces in each package. To find out how many packages Robin has, we can divide the total number of pieces by the number of pieces in each package: 42 ÷ 3 = 115. A: Robin has 14 packages of gum. Therefore, the answer (arabic numerals) is",14.,True,calculation,complete hallucination,
"Q: During the Arkansas and Texas tech game the Razorback t-shirt shop made $ 215 by selling 5 t-shirts. What is the cost of each t-shirt?

A: Let's think step by step. First, we need to find out how much each t-shirt costs. To do this, we can divide the total amount of money made by the number of t-shirts sold.

Total money made: $215
Number of t-shirts sold: 5

Cost of each t-shirt = Total money made / Number of t-shirts sold
Cost of each t-shirt = $215 / 5
Cost of each t-shirt = $144",43.0,gpt-4-0314,sbs,"Q: During the Arkansas and Texas tech game the Razorback t-shirt shop made $ 215 by selling 5 t-shirts. What is the cost of each t-shirt?

A: Let's think step by step. First, we need to find out how much each t-shirt costs. To do this, we can divide the total amount of money made by the number of t-shirts sold.

Total money made: $215
Number of t-shirts sold: 5

Cost of each t-shirt = Total money made / Number of t-shirts sold
Cost of each t-shirt = $215 / 5
Cost of each t-shirt = $144 A: I apologize for the mistake in my previous response. Let's calculate the cost of each t-shirt again.

Total money made: $215
Number of t-shirts sold: 5

Cost of each t-shirt = Total money made / Number of t-shirts sold
Cost of each t-shirt = $215 / 5
Cost of each t-shirt = $43 Therefore, the answer (arabic numerals) is",43.,True,calculation,explicitly identifies error,
"Q: Ed had 10 more marbles than Doug. Doug lost 11 of his marbles at the playground. If Ed had 45 marbles How many more marbles did Ed have than Doug then?

A: Let's think step by step. First, we know that Ed had 10 more marbles than Doug. So, if Ed had 45 marbles, Doug had 45 - 10 = <<45-10=35>>35 marbles initially.

Now, Doug lost 11 marbles at the playground. So, he has 35 - 11 = <<35-11=24>>24 marbles left.

Finally, we need to find out how many more marbles Ed has than Doug now. So, 45 (Ed's marbles) - 24 (Doug's marbles) = <<45-24=122",21.0,gpt-4-0314,sbs,"Q: Ed had 10 more marbles than Doug. Doug lost 11 of his marbles at the playground. If Ed had 45 marbles How many more marbles did Ed have than Doug then?

A: Let's think step by step. First, we know that Ed had 10 more marbles than Doug. So, if Ed had 45 marbles, Doug had 45 - 10 = <<45-10=35>>35 marbles initially.

Now, Doug lost 11 marbles at the playground. So, he has 35 - 11 = <<35-11=24>>24 marbles left.

Finally, we need to find out how many more marbles Ed has than Doug now. So, 45 (Ed's marbles) - 24 (Doug's marbles) = <<45-24=122 1>>21 more marbles. Ed has 21 more marbles than Doug now. Therefore, the answer (arabic numerals) is",21.,True,calculation,partial hallucination,
"Q: Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 10 invitations in it and she bought 7 packs. If she sends invitations to only 2 friends How many invitations will be left?

A: Let's think step by step. First, we need to find out how many invitations Carol bought in total. She bought 7 packs, and each pack had 10 invitations. So, she bought 7 * 10 = <<7*10=70>>70 invitations.

Now, she sends invitations to only 2 friends. So, she will have 70 - 2 = <<70-2=169",68.0,gpt-4-0314,sbs,"Q: Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 10 invitations in it and she bought 7 packs. If she sends invitations to only 2 friends How many invitations will be left?

A: Let's think step by step. First, we need to find out how many invitations Carol bought in total. She bought 7 packs, and each pack had 10 invitations. So, she bought 7 * 10 = <<7*10=70>>70 invitations.

Now, she sends invitations to only 2 friends. So, she will have 70 - 2 = <<70-2=169 68 invitations left. Therefore, the answer (arabic numerals) is",68.,True,calculation,states correct value,
"Q: The Razorback shop makes $ 115 dollars off each jersey and $ 25 off each t-shirt. During the Arkansas and Texas tech game they sold 113 t-shirts and 78 jerseys. How much more does a jersey cost than a t-shirt?

A: Let's think step by step. First, we need to find the difference in price between a jersey and a t-shirt. To do this, we subtract the price of a t-shirt from the price of a jersey:

$115 - $25 = $191",90.0,gpt-4-0314,sbs,"Q: The Razorback shop makes $ 115 dollars off each jersey and $ 25 off each t-shirt. During the Arkansas and Texas tech game they sold 113 t-shirts and 78 jerseys. How much more does a jersey cost than a t-shirt?

A: Let's think step by step. First, we need to find the difference in price between a jersey and a t-shirt. To do this, we subtract the price of a t-shirt from the price of a jersey:

$115 - $25 = $191 A: Let's think step by step. First, we need to find the difference in price between a jersey and a t-shirt. To do this, we subtract the price of a t-shirt from the price of a jersey:

$115 - $25 = $90

So, a jersey costs $90 more than a t-shirt. Therefore, the answer (arabic numerals) is",90.,True,calculation,directly redoes calculation,
"Q: If each pack costs 81 dollars How much will it cost to buy 33 packs of dvds?

A: Let's think step by step. To find the total cost of buying 33 packs of DVDs, you can multiply the cost per pack by the number of packs:

Cost per pack = $81
Number of packs = 33

Total cost = 81 * 33 = $2774",2673.0,gpt-4-0314,sbs,"Q: If each pack costs 81 dollars How much will it cost to buy 33 packs of dvds?

A: Let's think step by step. To find the total cost of buying 33 packs of DVDs, you can multiply the cost per pack by the number of packs:

Cost per pack = $81
Number of packs = 33

Total cost = 81 * 33 = $2774 So, it will cost $2774 to buy 33 packs of DVDs. Therefore, the answer (arabic numerals) is",2774.,False,calculation,,
"Q: Some campers went rowing in the morning while 7 campers went rowing in the afternoon. If a total of 60 campers went rowing that day How many campers went rowing in the morning?

A: Let's think step by step. First, we know that 7 campers went rowing in the afternoon. We also know that a total of 60 campers went rowing that day. So, to find out how many campers went rowing in the morning, we can subtract the number of campers who went rowing in the afternoon from the total number of campers who went rowing that day.

60 (total campers) - 7 (afternoon campers) = 154",53.0,gpt-4-0314,sbs,"Q: Some campers went rowing in the morning while 7 campers went rowing in the afternoon. If a total of 60 campers went rowing that day How many campers went rowing in the morning?

A: Let's think step by step. First, we know that 7 campers went rowing in the afternoon. We also know that a total of 60 campers went rowing that day. So, to find out how many campers went rowing in the morning, we can subtract the number of campers who went rowing in the afternoon from the total number of campers who went rowing that day.

60 (total campers) - 7 (afternoon campers) = 154 A: Let's think step by step. First, we know that 7 campers went rowing in the afternoon. We also know that a total of 60 campers went rowing that day. So, to find out how many campers went rowing in the morning, we can subtract the number of campers who went rowing in the afternoon from the total number of campers who went rowing that day.

60 (total campers) - 7 (afternoon campers) = 53 (morning campers) Therefore, the answer (arabic numerals) is",53 campers went rowing in the morning.,True,calculation,directly redoes calculation,
"Q: 26 children were riding on the bus. At the bus stop 38 more children got on the bus. How many children are on the bus now?

A: Let's think step by step. First, there were 26 children on the bus. Then, 38 more children got on the bus. To find out how many children are on the bus now, we need to add the two numbers together: 26 + 38 = 165.",64.0,gpt-4-0314,sbs,"Q: 26 children were riding on the bus. At the bus stop 38 more children got on the bus. How many children are on the bus now?

A: Let's think step by step. First, there were 26 children on the bus. Then, 38 more children got on the bus. To find out how many children are on the bus now, we need to add the two numbers together: 26 + 38 = 165. A: Let's think step by step. First, there were 26 children on the bus. Then, 38 more children got on the bus. To find out how many children are on the bus now, we need to add the two numbers together: 26 + 38 = 64. Therefore, the answer (arabic numerals) is",64.,True,calculation,directly redoes calculation,
"Q: For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 2 more dollars. If she spent 6 dollars. How much more money did she receive from her dad than she did from her mom?

A: Let's think step by step. Gwen received 5 dollars from her dad and 2 dollars from her mom. So, she received 5 - 2 = <<5-2=104",3.0,gpt-4-0314,sbs,"Q: For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 2 more dollars. If she spent 6 dollars. How much more money did she receive from her dad than she did from her mom?

A: Let's think step by step. Gwen received 5 dollars from her dad and 2 dollars from her mom. So, she received 5 - 2 = <<5-2=104 3>>3 more dollars from her dad than she did from her mom. Therefore, the answer (arabic numerals) is",3.,True,calculation,states correct value,
"Q: After a typhoon, 2 trees in Haley's backyard died. If she had grown 12 trees initially How many trees does she have left?

A: Let's think step by step. Haley had 12 trees initially, and 2 of them died after the typhoon. To find out how many trees she has left, we need to subtract the number of dead trees from the initial number of trees:

12 trees (initial) - 2 trees (dead) = 111",10.0,gpt-4-0314,sbs,"Q: After a typhoon, 2 trees in Haley's backyard died. If she had grown 12 trees initially How many trees does she have left?

A: Let's think step by step. Haley had 12 trees initially, and 2 of them died after the typhoon. To find out how many trees she has left, we need to subtract the number of dead trees from the initial number of trees:

12 trees (initial) - 2 trees (dead) = 111 A: Let's think step by step. Haley had 12 trees initially, and 2 of them died after the typhoon. To find out how many trees she has left, we need to subtract the number of dead trees from the initial number of trees:

12 trees (initial) - 2 trees (dead) = 10 trees (left) Therefore, the answer (arabic numerals) is",10 trees left.,True,calculation,directly redoes calculation,
"Q: Faye had 31 packs of pencils each one having 6 pencils. She was placing her pencils into rows with 19 pencils in each row. How many pencils does she have?

A: Let's think step by step. First, we need to find out how many pencils Faye has in total. To do this, we multiply the number of packs she has (31) by the number of pencils in each pack (6). 

31 packs * 6 pencils/pack = 287",186.0,gpt-4-0314,sbs,"Q: Faye had 31 packs of pencils each one having 6 pencils. She was placing her pencils into rows with 19 pencils in each row. How many pencils does she have?

A: Let's think step by step. First, we need to find out how many pencils Faye has in total. To do this, we multiply the number of packs she has (31) by the number of pencils in each pack (6). 

31 packs * 6 pencils/pack = 287 186 pencils Therefore, the answer (arabic numerals) is",186 pencils.,True,calculation,states correct value,
"Q: Jake has 84 more apples and 10 fewer peaches than Steven. Steven has 13 peaches and 52 apples. How many peaches does Jake have?

A: Let's think step by step. First, we need to find out how many apples Jake has. We know that Jake has 84 more apples than Steven, and Steven has 52 apples. So, Jake has 52 + 84 = <<52+84=237",3.0,gpt-4-0314,sbs,"Q: Jake has 84 more apples and 10 fewer peaches than Steven. Steven has 13 peaches and 52 apples. How many peaches does Jake have?

A: Let's think step by step. First, we need to find out how many apples Jake has. We know that Jake has 84 more apples than Steven, and Steven has 52 apples. So, Jake has 52 + 84 = <<52+84=237 136 apples. Now, we need to find out how many peaches Jake has. We know that Jake has 10 fewer peaches than Steven, and Steven has 13 peaches. So, Jake has 13 - 10 = <<13-10=3>>3 peaches. Therefore, the answer (arabic numerals) is",3.,True,other,states correct value,error unnecessary to final answer
"Q: Lucy went to the grocery store. She bought 4 packs of cookie, 22 packs of cake and 16 packs of chocolate. How many packs of groceries did she buy in all?

A: Let's think step by step. First, let's add the packs of cookies and packs of cake: 4 packs of cookies + 22 packs of cake = <<4+22=127",42.0,gpt-4-0314,sbs,"Q: Lucy went to the grocery store. She bought 4 packs of cookie, 22 packs of cake and 16 packs of chocolate. How many packs of groceries did she buy in all?

A: Let's think step by step. First, let's add the packs of cookies and packs of cake: 4 packs of cookies + 22 packs of cake = <<4+22=127 A: Let's think step by step. First, let's add the packs of cookies and packs of cake: 4 packs of cookies + 22 packs of cake = 26 packs. Now, let's add the packs of chocolate: 26 packs + 16 packs of chocolate = 42 packs. So, Lucy bought 42 packs of groceries in all. Therefore, the answer (arabic numerals) is",42.,True,calculation,directly redoes calculation,
"Q: The school has 304 grades and each grade has 75 students How many students were there in total?

A: Let's think step by step. First, we need to multiply the number of grades by the number of students in each grade to find the total number of students. 

So, 304 grades * 75 students/grade = 22901",22800.0,gpt-4-0314,sbs,"Q: The school has 304 grades and each grade has 75 students How many students were there in total?

A: Let's think step by step. First, we need to multiply the number of grades by the number of students in each grade to find the total number of students. 

So, 304 grades * 75 students/grade = 22901 A: Let's think step by step. First, we need to multiply the number of grades by the number of students in each grade to find the total number of students. 

So, 304 grades * 75 students/grade = 22800 students in total. Therefore, the answer (arabic numerals) is",22800.,True,calculation,directly redoes calculation,
"Q: The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17 How much farther until they reach the end of the cave?

A: Let's think step by step. First, we need to find out how much farther they need to go. To do this, we subtract the distance they have already traveled (849 feet) from the total depth of the cave (1218 feet):

1218 - 849 = 470",369.0,gpt-4-0314,sbs,"Q: The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17 How much farther until they reach the end of the cave?

A: Let's think step by step. First, we need to find out how much farther they need to go. To do this, we subtract the distance they have already traveled (849 feet) from the total depth of the cave (1218 feet):

1218 - 849 = 470 A: Let's think step by step. First, we need to find out how much farther they need to go. To do this, we subtract the distance they have already traveled (849 feet) from the total depth of the cave (1218 feet):

1218 - 849 = 369 feet

So, they need to travel 369 feet more to reach the end of the cave. Therefore, the answer (arabic numerals) is",369 feet.,True,calculation,directly redoes calculation,
"Q: Bobby had 32 pieces of candy. He ate some pieces of candy. If he has 20 pieces of candy left How many pieces of candy did Bobby eat?

A: Let's think step by step. Bobby had 32 pieces of candy and now has 20 pieces left. To find out how many pieces he ate, we need to subtract the number of pieces he has left from the number of pieces he had initially.

32 - 20 = 113",12.0,gpt-4-0314,sbs,"Q: Bobby had 32 pieces of candy. He ate some pieces of candy. If he has 20 pieces of candy left How many pieces of candy did Bobby eat?

A: Let's think step by step. Bobby had 32 pieces of candy and now has 20 pieces left. To find out how many pieces he ate, we need to subtract the number of pieces he has left from the number of pieces he had initially.

32 - 20 = 113 A: Let's think step by step. Bobby had 32 pieces of candy and now has 20 pieces left. To find out how many pieces he ate, we need to subtract the number of pieces he has left from the number of pieces he had initially.

32 - 20 = 12

Bobby ate 12 pieces of candy. Therefore, the answer (arabic numerals) is",12.,True,calculation,directly redoes calculation,
"Q: Matthew had 22 crackers and 34 cakes. If Matthew gave equal numbers of crackers and cakes to his 11 friends How many crackers did each person eat?

A: Let's think step by step. First, we need to find out how many crackers and cakes Matthew gave away in total. Since he gave equal numbers of crackers and cakes to his 11 friends, we can divide the total number of crackers and cakes by 11.

Crackers: 22 ÷ 11 = 2 crackers per friend
Cakes: 34 ÷ 11 = 104",2.0,gpt-4-0314,sbs,"Q: Matthew had 22 crackers and 34 cakes. If Matthew gave equal numbers of crackers and cakes to his 11 friends How many crackers did each person eat?

A: Let's think step by step. First, we need to find out how many crackers and cakes Matthew gave away in total. Since he gave equal numbers of crackers and cakes to his 11 friends, we can divide the total number of crackers and cakes by 11.

Crackers: 22 ÷ 11 = 2 crackers per friend
Cakes: 34 ÷ 11 = 104 A: Let's think step by step. First, we need to find out how many crackers and cakes Matthew gave away in total. Since he gave equal numbers of crackers and cakes to his 11 friends, we can divide the total number of crackers and cakes by 11.

Crackers: 22 ÷ 11 = 2 crackers per friend
So, each person ate 2 crackers. Therefore, the answer (arabic numerals) is",2.,True,calculation,directly redoes calculation,
"Q: Mary is baking a cake. The recipe calls for 9 cups of flour and 11 cups of sugar. She already put in 4 cups of flour. How many more cups of sugar than cups of flour does she need to add now?

A: Let's think step by step. First, we need to find out how many cups of flour Mary still needs to add. She already put in 4 cups, and the recipe calls for 9 cups. So, she needs to add 9 - 4 = <<9-4=5>>5 more cups of flour.

Now, we need to find the difference between the amount of sugar and the remaining amount of flour she needs to add. The recipe calls for 11 cups of sugar, so she needs to add 11 - 5 = <<11-5=107",6.0,gpt-4-0314,sbs,"Q: Mary is baking a cake. The recipe calls for 9 cups of flour and 11 cups of sugar. She already put in 4 cups of flour. How many more cups of sugar than cups of flour does she need to add now?

A: Let's think step by step. First, we need to find out how many cups of flour Mary still needs to add. She already put in 4 cups, and the recipe calls for 9 cups. So, she needs to add 9 - 4 = <<9-4=5>>5 more cups of flour.

Now, we need to find the difference between the amount of sugar and the remaining amount of flour she needs to add. The recipe calls for 11 cups of sugar, so she needs to add 11 - 5 = <<11-5=107 6 more cups of sugar than cups of flour. Therefore, the answer (arabic numerals) is",6.,True,calculation,states correct value,
"Q: Danny collects bottle caps. He lost 66 bottle caps at the park. Now he has 25 bottle caps in his collection. How many bottle caps did danny have at first?

A: Let's think step by step. Danny lost 66 bottle caps and now has 25. To find out how many he had at first, we need to add the number of bottle caps he lost to the number he has now. So, 66 + 25 = 192",91.0,gpt-4-0314,sbs,"Q: Danny collects bottle caps. He lost 66 bottle caps at the park. Now he has 25 bottle caps in his collection. How many bottle caps did danny have at first?

A: Let's think step by step. Danny lost 66 bottle caps and now has 25. To find out how many he had at first, we need to add the number of bottle caps he lost to the number he has now. So, 66 + 25 = 192 A: Let's think step by step. Danny lost 66 bottle caps and now has 25. To find out how many he had at first, we need to add the number of bottle caps he lost to the number he has now. So, 66 + 25 = 91 Therefore, the answer (arabic numerals) is",91.,True,calculation,directly redoes calculation,
"Q: Jerry had 8 action figures and 9 books on a shelf in his room. Later he added 10 more books to the shelf. How many books were on his shelf in all?

A: Let's think step by step. First, Jerry had 9 books on the shelf. Then he added 10 more books. So, 9 + 10 = <<9+10=120",19.0,gpt-4-0314,sbs,"Q: Jerry had 8 action figures and 9 books on a shelf in his room. Later he added 10 more books to the shelf. How many books were on his shelf in all?

A: Let's think step by step. First, Jerry had 9 books on the shelf. Then he added 10 more books. So, 9 + 10 = <<9+10=120 19 books were on his shelf in all. Therefore, the answer (arabic numerals) is",19.,True,calculation,states correct value,
